,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
1978,MRY,3,3.0,1.0,5.19745646,12.0,0.0228302,0.0,0.00010365547576584521
1979,MRZ,4,4.0,0.5,5.88250092,11.0,0.00242441,185.89376168318898,0.00022811364608802567
1980,MSA,3,3.0,0.33333333,7.62991273,15.0,2.969e-05,3611.430952380953,0.00023746492592763258
1981,MSH,1,1.0,,7.71753547,13.0,2.3e-05,0.0,0.00010801604287033974
1982,MSJ,3,3.0,1.0,5.3129167,12.0,0.01202857,0.0,0.00011505336480066
1983,MSL,1,1.0,,6.88553004,14.0,9.253e-05,0.0,0.00010533553707670474
1984,MSN,11,11.0,0.8,5.5355276,13.0,0.06850548,39.4642976172303,0.0002659795156255854
1985,MSO,7,7.0,0.9047619,5.67456997,13.0,0.01780783,26.722171236105893,0.0002339875124237296
1986,MSP,116,116.0,0.1862069,4.63060891,12.0,0.38799538,154802.64449522717,0.0031143169649890555
1987,MSQ,22,22.0,0.52380952,5.28838731,12.0,0.14749859,376.86066435943223,0.00046939425333013675
1988,MSR,1,1.0,,6.28154956,13.0,0.00306243,0.0,6.922713109331792e-05
1989,MSS,2,2.0,1.0,6.81724623,14.0,0.00012828,0.0,0.00017656180811815084
1990,MST,4,4.0,1.0,5.24198397,12.0,0.05669792,0.0,0.00011257838623678156
1991,MSU,1,1.0,,5.65982769,12.0,0.00499672,0.0,6.993258327599931e-05
1992,MSY,42,42.0,0.67479675,4.94421316,12.0,0.24859873,1313.0296194842108,0.0008548357396656283
1993,MTF,2,2.0,1.0,8.27896122,15.0,5.6e-07,0.0,0.00020638170787463077
1994,MTJ,2,2.0,1.0,5.7240607,13.0,0.0124386,0.0,8.750738328062225e-05
1995,MTL,2,2.0,0.0,5.88963682,12.0,0.00144813,7230.0,0.00017772865276625177
1996,MTM,1,1.0,,6.71445309,14.0,0.00010558,0.0,0.00011128596853110998
1997,MTO,1,1.0,,6.54970735,14.0,0.00036368,0.0,8.39221130294108e-05
1998,MTR,5,5.0,0.7,5.95877335,13.0,0.00325151,507.8780122661127,0.0002281160155444599
1999,MTS,3,3.0,1.0,5.6528495,12.0,0.00557061,0.0,0.00013383290471065485
2000,MTT,2,2.0,1.0,5.81152313,13.0,0.00497488,0.0,9.119359045003014e-05
2001,MTV,2,2.0,1.0,9.85295068,15.0,0.0,0.0,0.00021978867537139442
2002,MTY,30,30.0,0.26896552,5.54367524,13.0,0.06832617,9259.109131050558,0.0007873361963339512
2003,MUA,3,3.0,1.0,7.1696604,11.0,2.167e-05,0.0,0.00024510682992237494
2004,MUB,5,5.0,0.4,5.65448912,12.0,0.00588658,3623.5000000000014,0.0002694452864137945
2005,MUC,143,143.0,0.19639515,4.7163297,12.0,0.68772142,56146.78476168447,0.0028094883493838423
2006,MUE,2,2.0,1.0,5.58779844,12.0,0.00344302,0.0,9.50705214259298e-05
2007,MUK,2,2.0,1.0,6.12943054,13.0,0.00024908,0.0,0.0001566110649985936
2008,MUN,3,3.0,0.66666667,6.2743805,13.0,0.00374046,1.0761904761904761,0.00014690260947356864
2009,MUR,3,3.0,0.66666667,6.74522593,13.0,0.00010304,0.5,0.00020061320982030828
2010,MUW,1,1.0,,6.23169094,13.0,0.00367403,0.0,6.465322303618146e-05
2011,MUX,6,6.0,0.46666667,5.72149909,12.0,0.01242911,3277.294460717205,0.00021120238505906104
2012,MVB,1,1.0,,6.19436506,13.0,0.00133151,0.0,7.266171068691821e-05
2013,MVD,10,10.0,0.42222222,5.56767673,13.0,0.01626214,421.217429727674,0.0003706757109793527
2014,MVR,4,4.0,0.5,6.29527,13.0,0.00107217,30.840275060615777,0.00019227429761763473
2015,MVS,1,1.0,,6.77203473,14.0,8.6e-05,0.0,8.829684927881646e-05
2016,MVT,2,2.0,1.0,6.07039587,13.0,0.00044727,0.0,0.00014353529951526933
2017,MVY,6,6.0,0.46666667,5.62483885,13.0,0.01322053,661.392607577766,0.00019513671348363065
2018,MWA,1,1.0,,5.72990568,13.0,0.00689552,0.0,6.105908548313323e-05
2019,MWE,1,1.0,,6.61789897,13.0,0.00017013,0.0,8.066777329013468e-05
2020,MWF,2,2.0,1.0,7.85328739,13.0,3.31e-06,0.0,0.00015335319690565731
2021,MWH,2,2.0,1.0,5.72077708,13.0,0.00580056,0.0,0.00011563767003198456
2022,MWI,1,1.0,,7.72748557,12.0,3.17e-06,0.0,9.425699080658202e-05
2023,MWU,2,2.0,1.0,7.72651767,12.0,2.89e-06,0.0,0.0001692397483144499
2024,MWZ,9,9.0,0.41666667,6.16298551,13.0,0.00482393,3882.3371618921724,0.0003953501319279472
2025,MXH,3,3.0,0.66666667,6.13522248,10.0,0.00059225,237.5978781437986,0.00018636939810739983
2026,MXK,2,2.0,0.0,7.72471438,12.0,2.95e-06,7230.0,0.0002112746779636264
2027,MXL,6,6.0,0.86666667,5.16412749,12.0,0.01820601,29.844151784256763,0.00017420255277667844
2028,MXM,3,3.0,0.66666667,7.18714812,14.0,1.948e-05,1.0833333333333335,0.00020988753737723604
2029,MXS,3,3.0,0.33333333,6.12879712,13.0,0.00024275,3615.999999999999,0.0002291930557286748
2030,MXT,8,8.0,0.25,6.1845987,13.0,0.00055965,8527.251265268837,0.0004566112420735395
2031,MXV,2,2.0,1.0,6.44221637,13.0,0.00050756,0.0,0.00015465808838887742
2032,MXW,2,2.0,1.0,6.44221637,13.0,0.00050756,0.0,0.00015465808838882475
2033,MXX,1,1.0,,5.68599568,13.0,0.00765049,0.0,6.628474483481171e-05
2034,MXZ,2,2.0,1.0,5.5858254,12.0,0.00642852,0.0,8.370186877000661e-05
2035,MYA,2,2.0,0.0,5.89007782,12.0,0.0014614,43.690611853777426,0.00013283720948140148
2036,MYC,2,2.0,0.0,7.17657012,14.0,0.00023441,0.7159090909090908,0.00011131725327559093
2037,MYD,3,3.0,0.66666667,6.16801902,13.0,0.00245472,0.5,0.00015115489846160633
2038,MYE,1,1.0,,5.30646428,12.0,0.00666652,0.0,6.634282998029369e-05
2039,MYG,2,2.0,1.0,6.03416101,13.0,0.00257401,0.0,0.00010849385998907372
2040,MYI,2,2.0,1.0,7.14253835,12.0,8e-06,0.0,0.0001658116511574648
2041,MYJ,10,10.0,0.77777778,5.25861377,12.0,0.0220251,59.19988724061275,0.0002934669448410505
2042,MYR,13,13.0,0.84615385,5.62739749,13.0,0.08734183,54.29532720303894,0.0002789202066861493
2043,MYT,3,3.0,0.33333333,7.32104208,13.0,1.591e-05,3616.0,0.00025309253962711145
2044,MYU,2,2.0,1.0,6.7269176,14.0,2.632e-05,0.0,0.00016993934863406584
2045,MYW,2,2.0,1.0,6.18357679,13.0,0.00060931,0.0,0.00013035057088018763
2046,MYX,2,2.0,0.0,7.72460346,12.0,3e-06,70.20952380952377,0.00017110091747174423
2047,MYY,13,13.0,0.24358974,5.74529569,12.0,0.00559877,16072.83810637026,0.0006249840121683326
2048,MZG,6,6.0,0.4,5.49833468,12.0,0.00277336,220.5926169761068,0.0002608525807740171
2049,MZI,3,3.0,0.33333333,6.2322483,13.0,0.00062607,10842.000000000002,0.00023675666600252702
2050,MZL,3,3.0,1.0,5.9585986,13.0,0.00299875,0.0,0.00014959567452465679
2051,MZO,1,1.0,,5.80006202,13.0,0.00381542,0.0,6.56499421749275e-05
2052,MZT,16,16.0,0.56666667,5.13098818,12.0,0.05515192,925.0171704923031,0.00039441900713200676
2053,MZV,1,1.0,,6.74526081,13.0,9.944e-05,0.0,8.232370907496543e-05
2054,NAA,2,2.0,1.0,5.88967977,12.0,0.00149074,0.0,0.00012491173809787412
2055,NAG,5,5.0,0.8,5.72721781,12.0,0.00935474,4.507212885154063,0.00017620153956981156
2056,NAJ,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
2057,NAK,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.700168071594107e-05
2058,NAL,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
2059,NAN,25,25.0,0.21,4.9810466,11.0,0.02926985,80291.20118242118,0.0011907538756436272
2060,NAP,23,23.0,0.62055336,5.26312153,12.0,0.17126863,347.69895802027105,0.00046755972519042246
2061,NAS,38,38.0,0.16642959,5.0371956,12.0,0.13766589,48781.5419115235,0.001282329199199623
2062,NAT,10,10.0,0.6,5.76613351,13.0,0.01397893,1261.1696610195906,0.0003359602546455437
2063,NAV,1,1.0,,5.69012584,13.0,0.00951262,0.0,6.185898490083544e-05
2064,NAW,1,1.0,,5.79209538,12.0,0.001244,0.0,6.649196492507471e-05
2065,NBC,6,6.0,0.6,5.40340452,12.0,0.01253963,1.6967171717171718,0.00018558896932397958
2066,NBO,47,47.0,0.17668825,5.16875816,12.0,0.13200926,61601.56660169427,0.001543112529090936
2067,NCA,2,2.0,0.0,6.52573964,14.0,0.00065534,1806.0325823066275,0.00013642041647213802
2068,NCE,54,54.0,0.4011181,5.26534986,12.0,0.32828295,11760.450470466732,0.0011502787575217155
2069,NCH,1,1.0,,6.18360499,13.0,0.00059848,0.0,7.495157825615129e-05
2070,NCL,21,21.0,0.49047619,5.21333761,12.0,0.11975408,910.7504818736946,0.0004489174778790962
2071,NCU,3,3.0,0.66666667,5.41108597,12.0,0.01397725,115.6119169967216,0.0001293570306911811
2072,NCY,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.234932833210316e-05
2073,NDB,2,2.0,0.0,6.14266658,13.0,0.00402202,4.696650385350088,8.816081773326548e-05
2074,NDG,1,1.0,,5.74726762,12.0,0.00331994,0.0,6.155118599234505e-05
2075,NDI,2,2.0,0.0,7.72727129,12.0,2.69e-06,5420.0,0.00020792816508695552
2076,NDJ,11,11.0,0.32727273,5.28498745,12.0,0.02628489,2807.90716128825,0.0003385786383708175
2077,NDK,2,2.0,1.0,6.59604938,13.0,4.981e-05,0.0,0.00018586170761673092
2078,NDR,5,5.0,0.8,5.21206317,12.0,0.05388717,0.6670556283906457,0.00013029714066573975
2079,NDY,3,3.0,0.66666667,7.21243918,14.0,3.415e-05,0.5,0.00019494772162697774
2080,NDZ,3,3.0,0.0,6.37164465,13.0,0.00719407,10844.0,0.00025383608807446223
2081,NEC,2,2.0,1.0,5.59006526,13.0,0.00327359,0.0,0.00013787289238279926
2082,NEG,2,2.0,1.0,5.75030883,13.0,0.00470069,0.0,8.387409057234069e-05
2083,NER,5,5.0,0.7,5.41093604,12.0,0.01280619,1761.7771536297907,0.00018160109421131538
2084,NEV,5,5.0,0.5,6.00054707,13.0,0.00394715,3.012647552242634,0.000162010977326824
2085,NFG,2,2.0,0.0,6.17284346,13.0,0.00101378,0.16666666666666666,8.841478024924382e-05
2086,NFO,1,1.0,,7.55325766,14.0,2.84e-06,0.0,0.00010759459190686591
2087,NGA,2,2.0,0.0,6.88952051,13.0,2.574e-05,3615.9999999999995,0.0002471802743851548
2088,NGB,21,21.0,0.77619048,5.65066571,12.0,0.02530588,18.471185961217,0.00043588645693514225
2089,NGE,2,2.0,1.0,6.23910221,13.0,0.00060293,0.0,0.00011187550869085145
2090,NGI,1,1.0,,6.9808749,13.0,1.184e-05,0.0,0.00011041094674571414
2091,NGO,50,50.0,0.19836735,4.63570318,11.0,0.11872887,28492.160965428473,0.00138229366584309
2092,NGS,10,10.0,0.51111111,5.26844604,12.0,0.02335094,1763.930361621166,0.0003137488201336767
2093,NGX,1,1.0,,7.48429215,13.0,2.105e-05,0.0,0.00011929705006063419
2094,NHA,3,3.0,1.0,6.28245396,12.0,0.00186067,0.0,0.00014809782444501795
2095,NHV,3,3.0,0.66666667,6.07010002,13.0,0.00045579,0.5,0.00019959499017413934
2096,NIB,1,1.0,,6.72837464,14.0,2.521e-05,0.0,0.00010754679989556185
2097,NIM,13,13.0,0.46153846,5.26956193,12.0,0.03680392,713.8499642637854,0.0003550149890066092
2098,NIX,2,2.0,1.0,6.23239666,13.0,0.00063699,0.0,0.00012275767991874625
2099,NJC,6,6.0,0.73333333,5.39524829,12.0,0.01760654,1.2033613445378153,0.00017661065603211674
2100,NKC,10,10.0,0.37777778,5.22908431,12.0,0.03240298,8087.180700311546,0.0003541458344776689
2101,NKG,32,32.0,0.47580645,5.63225028,12.0,0.02702493,823.3614437535622,0.0006686134498225983
2102,NKI,2,2.0,1.0,6.71442816,14.0,0.00010749,0.0,0.00019354081483665067
2103,NKN,2,2.0,0.0,8.72456513,13.0,5e-08,4.166666666666666,0.00021174980925698402
2104,NKY,1,1.0,,8.23948137,15.0,1.9e-06,0.0,0.00011726007968005072
2105,NLA,7,7.0,0.23809524,5.65577653,12.0,0.00531009,13665.293849061534,0.0004201845850344709
2106,NLD,2,2.0,1.0,5.83963942,13.0,0.00634304,0.0,8.573048743690789e-05
2107,NLF,2,2.0,1.0,7.14253835,12.0,8e-06,0.0,0.0001658116511574212
2108,NLG,2,2.0,0.0,6.73013284,14.0,2.606e-05,3615.9999999999995,0.0002330548709643397
2109,NLK,3,3.0,1.0,5.8712467,11.0,0.00340363,0.0,0.00014782833173204008
2110,NLP,2,2.0,1.0,5.65925908,12.0,0.00517939,0.0,0.00010323727177358434
2111,NLS,2,2.0,0.0,7.94600915,14.0,3.5e-07,1337.9656474542371,0.00021449322839751643
2112,NLV,2,2.0,1.0,5.20218142,12.0,0.01985578,0.0,8.521136710856643e-05
2113,NMA,2,2.0,1.0,5.90154697,13.0,0.00381459,0.0,0.00010010933837147876
2114,NME,3,3.0,0.0,7.72748051,15.0,1.4e-06,1.5,0.0002512203146086295
2115,NMG,2,2.0,1.0,5.92126923,13.0,0.00193477,0.0,0.00012492897911210038
2116,NNB,1,1.0,,8.1696917,12.0,3.8e-07,0.0,0.0001199573845976571
2117,NNG,16,16.0,0.78333333,5.63027595,12.0,0.01954955,80.61740101660331,0.00035488182949748993
2118,NNL,2,2.0,1.0,6.73063476,14.0,2.514e-05,0.0,0.00019576457028953979
2119,NNM,2,2.0,0.0,6.39866794,13.0,0.0002739,3616.000000000001,0.00018598761561156377
2120,NNT,2,2.0,0.0,6.2830177,12.0,0.00046088,3.0,0.00012381759671073792
2121,NNX,1,1.0,,7.75665686,13.0,2.39e-06,0.0,0.00010536986239311539
2122,NNY,3,3.0,0.66666667,5.86187433,12.0,0.00202288,0.16666666666666666,0.00010510204621729194
2123,NOB,2,2.0,1.0,6.62482582,14.0,0.00155864,0.0,0.0001323888021899547
2124,NOC,2,2.0,1.0,5.1703163,12.0,0.02605264,0.0,7.683876715875015e-05
2125,NOJ,2,2.0,0.0,6.46142225,13.0,0.00089708,0.16666666666666666,9.415668877424137e-05
2126,NOS,7,7.0,0.38095238,6.10440108,12.0,0.0013504,5573.401735830913,0.00033871440829568735
2127,NOU,17,17.0,0.22058824,5.26475239,11.0,0.01571728,41684.56777040923,0.000846394042147924
2128,NOZ,2,2.0,1.0,5.4048772,12.0,0.01092542,0.0,8.833339257084748e-05
2129,NPE,4,4.0,1.0,5.85721289,12.0,0.00151882,0.0,0.0001883942299861378
2130,NPL,3,3.0,1.0,5.85817272,12.0,0.00114714,0.0,0.00015349233625405333
2131,NQN,10,10.0,0.33333333,5.57151,13.0,0.00398604,994.2825421413572,0.00044773225120397814
2132,NQT,12,12.0,0.59090909,5.23736889,12.0,0.08347078,129.6017531369951,0.0002716679606032988
2133,NQU,1,1.0,,6.86236474,14.0,0.00028088,0.0,7.919017276577768e-05
2134,NQY,2,2.0,1.0,5.19387462,12.0,0.01817259,0.0,8.644849414627687e-05
2135,NRA,2,2.0,1.0,5.88959642,12.0,0.00147506,0.0,0.0001224582465214614
2136,NRK,4,4.0,0.66666667,5.39879656,12.0,0.01741522,51.25088502216241,0.0001561426702961807
2137,NRL,3,3.0,0.66666667,7.21243918,14.0,3.415e-05,0.5,0.00019494772162699473
2138,NSK,11,11.0,0.30909091,5.39902705,12.0,0.01921499,7299.608524388028,0.0003683910807844272
2139,NSN,6,6.0,0.73333333,5.85726491,12.0,0.00156044,2.5928571428571425,0.00027130492269455346
2140,NSO,1,1.0,,7.88954959,14.0,4.6e-07,0.0,0.00014275043427981738
2141,NST,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.700168071594107e-05
2142,NTE,20,20.0,0.46315789,5.16688818,12.0,0.08805879,633.7009877352393,0.0004560709821911434
2143,NTG,3,3.0,1.0,5.62172988,12.0,0.00782672,0.0,0.00010137315248018281
2144,NTL,9,9.0,0.55555556,5.86191543,11.0,0.00341395,71.7626317310244,0.0003906712033840506
2145,NTN,2,2.0,1.0,6.14295392,11.0,0.00044863,0.0,0.00014475084849867534
2146,NTO,2,2.0,1.0,7.25122736,14.0,0.00010317,0.0,0.00013455451065788775
2147,NTT,1,1.0,,7.55325766,14.0,2.84e-06,0.0,0.00010759459190686591
2148,NTY,3,3.0,0.66666667,5.69866937,12.0,0.00612918,3.280447459637572,0.00014920139130523904
2149,NUB,2,2.0,0.0,7.13812874,12.0,1.275e-05,2961.050708673513,0.00018130576026035336
2150,NUE,41,41.0,0.5402439,5.2718063,12.0,0.25106676,658.3974437604617,0.0007581789629289013
2151,NUI,2,2.0,0.0,6.72135223,14.0,5.4e-05,1.3333333333333333,0.00015170223635283523
2152,NUL,5,5.0,0.6,6.76702077,14.0,0.00016087,193.79976839196925,0.0002890747374939193
2153,NUP,2,2.0,0.0,7.72726097,15.0,9.2e-07,0.5,0.00019983143133375192
2154,NUS,7,7.0,0.42857143,6.85318203,12.0,9.851e-05,20.633333333333336,0.00042786899630058183
2155,NUX,5,5.0,0.5,5.40355134,12.0,0.01207522,1.9453102453102453,0.00016682605076865926
2156,NVA,5,5.0,0.3,5.95993475,13.0,0.00277579,7113.876367799119,0.0002942872067609027
2157,NVK,2,2.0,1.0,7.25895032,14.0,0.00010578,0.0,0.00013490333526079102
2158,NVT,5,5.0,0.8,5.77439185,13.0,0.00523813,0.6666666666666666,0.00021940161727687746
2159,NWI,4,4.0,1.0,5.18053477,12.0,0.02717716,0.0,0.00011933868006076552
2160,NYC,179,179.0,0.15755445,4.59452185,12.0,0.80100266,453081.88267624186,0.003892065149833994
2161,NYK,3,3.0,0.33333333,6.16863827,13.0,0.00238906,3616.000000000001,0.00019812378929803058
2162,NYM,3,3.0,0.66666667,5.4047619,12.0,0.01124024,0.16666666666666666,0.00011750907098190842
2163,NYN,2,2.0,1.0,6.88915098,13.0,2.839e-05,0.0,0.00016363073070570927
2164,NYU,4,4.0,1.0,6.33056231,12.0,0.00051241,0.0,0.00021080880825273014
2165,OAG,5,5.0,0.6,5.88940742,12.0,0.0015568,8.25,0.0002718520057815543
2166,OAJ,2,2.0,1.0,5.80852166,13.0,0.01167697,0.0,7.78586010539778e-05
2167,OAK,26,26.0,0.56307692,4.95148361,12.0,0.11737966,711.428921418932,0.0005984289383660629
2168,OAX,7,7.0,0.38095238,5.84076887,13.0,0.0078147,7.81190182366653,0.0002362456506714082
2169,OBI,2,2.0,0.0,7.83160312,15.0,1.057e-05,3616.0,0.00020132910954707192
2170,OBO,3,3.0,0.66666667,5.32128479,12.0,0.0133118,0.0425531914893617,0.00011369580849521557
2171,OBU,4,4.0,0.66666667,6.76917187,14.0,0.0001573,266.9666220238097,0.00024911405813415676
2172,OCJ,2,2.0,1.0,5.75743685,13.0,0.00338558,0.0,0.00010822167991572404
2173,ODS,15,15.0,0.60952381,5.19597051,12.0,0.0824989,106.36106069295643,0.0003485635588986442
2174,ODW,3,3.0,1.0,5.72061803,13.0,0.00591136,0.0,0.00015102584342929927
2175,ODY,2,2.0,1.0,6.77743602,13.0,0.00015202,0.0,0.00013330893070009453
2176,OER,1,1.0,,5.68599568,13.0,0.00765049,0.0,6.628474483481171e-05
2177,OES,2,2.0,0.0,6.588867,14.0,0.00012109,0.3333333333333333,0.00012963343129045058
2178,OFK,1,1.0,,6.81777721,14.0,0.00011236,0.0,9.322661627867782e-05
2179,OFU,2,2.0,1.0,6.59392551,13.0,5.211e-05,0.0,0.00016676385487489036
2180,OGG,16,16.0,0.35,5.17586015,12.0,0.04288791,1956.277681729844,0.000499734908617977
2181,OGN,1,1.0,,6.3255918,13.0,0.00028225,0.0,7.495869946188774e-05
2182,OGS,2,2.0,1.0,6.81724623,14.0,0.00012828,0.0,0.00017656180811809747
2183,OGX,7,7.0,0.57142857,6.22965373,13.0,0.0048253,4.615151515151515,0.00024742207725118707
2184,OHD,3,3.0,1.0,5.21182812,12.0,0.01937372,0.0,9.539127780014138e-05
2185,OHO,1,1.0,,6.43986576,13.0,0.00057985,0.0,6.598281620092897e-05
2186,OIM,1,1.0,,5.30646428,12.0,0.00666652,0.0,6.634282998029369e-05
2187,OIR,1,1.0,,6.31992353,13.0,0.00025677,0.0,7.390197813098448e-05
2188,OIT,5,5.0,0.9,5.26152484,12.0,0.01916576,0.0425531914893617,0.00016363409255288713
2189,OKA,34,34.0,0.24777184,5.28076039,12.0,0.03738774,20684.913814079555,0.0010800525981259532
2190,OKC,12,12.0,0.98484848,5.51485408,13.0,0.08313137,1.7893779958651441,0.00028366644450183846
2191,OKE,3,3.0,0.66666667,6.27203831,13.0,0.00075489,0.3333333333333333,0.0001403358815259156
2192,OKI,2,2.0,1.0,5.46646287,12.0,0.00479394,0.0,9.547951649148631e-05
2193,OKJ,9,9.0,0.63888889,5.26163771,12.0,0.01860869,36.98382187043173,0.00026468789506788493
2194,OKR,5,5.0,0.4,6.1420605,11.0,0.00044182,7211.666666666666,0.00030062984139349243
2195,OKU,2,2.0,1.0,6.32279497,13.0,0.0006693,0.0,0.00013757156497872628
2196,OLB,5,5.0,1.0,5.20016319,12.0,0.03016914,0.0,0.0001315328649438586
2197,OLF,2,2.0,1.0,6.65998627,14.0,0.00043109,0.0,0.0001351376476790855
2198,OLJ,2,2.0,1.0,7.85301221,13.0,1.73e-06,0.0,0.00016746559235135457
2199,OLP,2,2.0,1.0,6.62084762,12.0,0.00035133,0.0,0.00014863068807943787
2200,OMA,19,19.0,0.9005848,4.94889139,12.0,0.13889798,68.45532900103767,0.0004220083854472209
2201,OMB,1,1.0,,7.18806355,14.0,2.6e-05,0.0,9.768194023399379e-05
2202,OMD,2,2.0,0.0,6.12137414,13.0,0.00105612,52.635121604181855,0.00012061606363738038
2203,OME,18,18.0,0.1372549,5.72914401,13.0,0.00144935,48635.14465811965,0.001047721213927471
2204,OMH,1,1.0,,6.1231271,13.0,0.00440033,0.0,6.751111849353162e-05
2205,OMO,2,2.0,1.0,5.71792104,13.0,0.01403154,0.0,7.861837498841926e-05
2206,OMR,3,3.0,0.66666667,6.37100724,13.0,0.00591492,0.3333333333333333,0.0001307192137375282
2207,OMS,10,10.0,0.33333333,5.24962397,12.0,0.04176721,344.5051915676576,0.0002715217340268012
2208,OND,2,2.0,1.0,6.32279497,13.0,0.0006693,0.0,0.0001375715649787066
2209,ONG,3,3.0,0.33333333,7.1364666,12.0,8.43e-06,772.0222625729256,0.0002464946048394524
2210,ONJ,2,2.0,1.0,5.31473376,12.0,0.01120296,0.0,9.019681617594779e-05
2211,ONP,2,2.0,1.0,5.74579056,13.0,0.00335588,0.0,0.00011153184898712747
2212,ONT,20,20.0,0.93157895,4.99211352,12.0,0.13302061,7.025029670679229,0.0004500026911373525
2213,ONX,1,1.0,,5.92128579,13.0,0.00190041,0.0,7.183416298947896e-05
2214,OOK,3,3.0,0.33333333,6.72688467,14.0,2.634e-05,1205.0357142857858,0.00024111843777318228
2215,OOL,7,7.0,0.66666667,5.86195492,11.0,0.00330796,430.53545219053325,0.00031594359099473287
2216,OOM,1,1.0,,5.88969498,12.0,0.00144767,0.0,7.643758830419446e-05
2217,OPB,2,2.0,1.0,7.7268749,12.0,2.89e-06,0.0,0.00016949871919598862
2218,OPO,26,26.0,0.56307692,5.05319741,12.0,0.19512539,2870.291518435835,0.0005594816705499535
2219,OPS,3,3.0,0.0,6.77015451,14.0,9.628e-05,7040.457107516473,0.0002628479009050331
2220,OPU,4,4.0,0.66666667,6.72756969,11.0,0.00015668,1.0,0.00026380891439769914
2221,ORB,3,3.0,1.0,5.39976441,12.0,0.01804304,0.0,0.00011023695591601058
2222,ORF,18,18.0,0.91503268,5.68459924,13.0,0.13646053,57.59716737888163,0.00037819173271929274
2223,ORH,3,3.0,1.0,5.5872919,13.0,0.03296054,0.0,9.673279789083169e-05
2224,ORK,9,9.0,0.80555556,5.270332,12.0,0.0895751,49.35604956011414,0.00021713310469758556
2225,ORL,86,86.0,0.32393981,4.86112119,12.0,0.39669767,30515.953563768755,0.001806533063202013
2226,ORN,17,17.0,0.32352941,5.20935277,12.0,0.04264733,3778.141857814386,0.0004662542115270345
2227,ORT,2,2.0,1.0,7.74748986,15.0,2.37e-06,0.0,0.00019802134343719776
2228,ORV,3,3.0,1.0,6.72706854,14.0,2.627e-05,0.0,0.00020474757001019098
2229,ORW,3,3.0,1.0,6.08397645,12.0,0.00235198,0.0,0.0001267663306705649
2230,ORX,1,1.0,,8.83159307,16.0,1.9e-07,0.0,0.00012702424137529545
2231,OSA,90,90.0,0.13632959,4.46416909,11.0,0.25540444,166138.7946698097,0.00252571618542878
2232,OSD,2,2.0,1.0,5.68573911,13.0,0.00779403,0.0,0.000107025335017182
2233,OSE,4,4.0,0.33333333,7.72559555,12.0,2.8e-06,1827.7880952380954,0.00031575978180771225
2234,OSH,2,2.0,0.0,5.48987696,13.0,0.01223573,3616.0000000000005,0.00014944907663689522
2235,OSK,2,2.0,1.0,5.68596935,13.0,0.00778883,0.0,0.000115277817103933
2236,OSL,59,59.0,0.2554062,5.25567965,12.0,0.28777258,130604.09598024447,0.0015738847761200888
2237,OSR,1,1.0,,6.28778308,13.0,0.00752382,0.0,5.909869577146035e-05
2238,OSS,3,3.0,1.0,5.39138686,12.0,0.01294882,0.0,0.00010800660755830606
2239,OSW,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
2240,OSY,4,4.0,0.83333333,6.38210996,13.0,0.00030715,0.3333333333333333,0.00020536638250586982
2241,OTD,2,2.0,1.0,5.92126923,13.0,0.00193477,0.0,0.00012492897911205042
2242,OTH,1,1.0,,5.74580902,13.0,0.00329628,0.0,6.41308131676449e-05
2243,OTM,1,1.0,,6.46810992,14.0,0.00033984,0.0,8.440174802289035e-05
2244,OTS,4,4.0,0.33333333,6.72072551,14.0,0.00021797,2412.1309523809873,0.00024764183330553097
2245,OTZ,15,15.0,0.14285714,5.72726803,13.0,0.00142587,37056.763067926804,0.0008791417881463156
2246,OUA,12,12.0,0.48484848,5.25095027,12.0,0.03714917,2437.615282524685,0.00033996001076497376
2247,OUD,5,5.0,0.9,5.17707536,12.0,0.05097391,0.4356356393015715,0.00013534970923382488
2248,OUL,7,7.0,0.52380952,5.66708148,13.0,0.01432383,54.40647305430416,0.0002588464371518909
2249,OVB,32,32.0,0.29233871,4.98792921,12.0,0.09135347,7507.176179974462,0.0008139269999563492
2250,OVD,6,6.0,0.86666667,5.12630215,12.0,0.06004292,8.106150110319396,0.00014853770338129938
2251,OVR,2,2.0,0.0,5.59006526,13.0,0.00321645,3616.0,0.0001724286449883093
2252,OWB,3,3.0,1.0,5.88006307,13.0,0.00656034,0.0,0.00011027274696486844
2253,OXB,7,7.0,0.42857143,6.19070065,13.0,0.01185773,88.80472300102902,0.00020922957148698416
